直播频道,#genre#
东方卫视,http://39.135.135.35:80/wh7f454c46tw1747233213_-873787546/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225623/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
陜西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8

//
深圳卫视,http://39.135.135.27:80/wh7f454c46tw1896753811_1390968508/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
湖北卫视,http://39.134.65.8:80/wh7f454c46tw1729990388_847523881/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
北京卫视,http://39.135.135.81:80/wh7f454c46tw1737839898_639983344/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
江苏卫视,http://39.134.65.69:80/wh7f454c46tw1776276345_-59359429/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
浙江卫视,http://39.134.65.5:80/wh7f454c46tw1839568625_786341237/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
新疆卫视,http://39.134.65.3:80/wh7f454c46tw1770457061_973099957/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
天津卫视,http://39.135.135.36:80/wh7f454c46tw1801413387_-2044345193/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
贵州卫视,http://39.134.65.79:80/wh7f454c46tw1782735979_-767307410/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
内蒙古卫视,http://39.134.65.82:80/wh7f454c46tw1789473851_927917788/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
甘肃卫视,http://39.134.65.66:80/wh7f454c46tw1795052499_2123886623/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
东南卫视,http://39.134.65.77:80/wh7f454c46tw1800358010_1676982389/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8
重庆卫视,http://39.134.65.66:80/wh7f454c46tw1804581729_1240695548/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
西藏卫视,http://39.134.65.85:80/wh7f454c46tw1812728176_-1797281553/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
北京纪实,http://39.134.65.4:80/wh7f454c46tw1813901428_-1715003084/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
海南卫视,http://39.134.65.75:80/wh7f454c46tw1835279776_1188296066/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
山东教育卫视,http://39.134.65.82:80/wh7f454c46tw1844698110_-42250108/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
陕西卫视,http://39.134.65.3:80/wh7f454c46tw1851916841_1862920757/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
贵州卫视,http://39.134.65.149/PLTV/88888888/224/3221225974/1.m3u8




朝鲜族TV,#genre#

延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
延边卫视,https://live.ybtvyun.com/video/s10006-2f92b9e0b123/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边新闻,https://live.ybtvyun.com/video/s10006-ff4eb5dba33d/index.m3u8
延边汉语,https://live.ybtvyun.com/video/s10006-e9c6f9e4d53b/index.m3u8

电影专区,#genre#
电影_星爷,https://live.metshop.top/huya/11342412
电影_星爷,https://www.goodiptv.club/huya/11342412
电影_英叔,https://live.metshop.top/huya/11342421
电影_英叔,https://www.goodiptv.club/huya/11342421
电影_发哥,https://live.metshop.top/huya/11342387
电影_发哥,https://www.goodiptv.club/huya/11342387
电影_成龙,https://live.metshop.top/huya/11342386
电影_成龙,https://www.goodiptv.club/huya/11342386
电影_王晶,https://live.metshop.top/huya/11602058
电影_王晶,http://cfss.cc/cdn/hy/11602058.flv
电影_王晶,https://www.goodiptv.club/huya/11602058
电影_沈腾,https://live.metshop.top/huya/11601968
电影_沈腾,https://www.goodiptv.club/huya/11601968
电影_黄渤,https://live.metshop.top/huya/11352876
电影_黄渤,https://www.goodiptv.club/huya/11352876
电影_强森,https://live.metshop.top/huya/21059581
电影_强森,http://cfss.cc/cdn/hy/21059581.flv
电影_强森,https://www.goodiptv.club/huya/21059581
电影_漫威,https://live.metshop.top/huya/11602034
电影_漫威,http://cfss.cc/cdn/hy/11602034.flv
电影_漫威,https://www.goodiptv.club/huya/11602034
电影_宇宙,https://live.metshop.top/huya/11342428
电影_宇宙,http://cfss.cc/cdn/hy/11342428.flv
电影_宇宙,https://www.goodiptv.club/huya/11342428
电影_怪兽,https://live.metshop.top/huya/21059577
电影_怪兽,http://cfss.cc/cdn/hy/21059577.flv
电影_怪兽,https://www.goodiptv.club/huya/21059577
电影_武侠,https://live.metshop.top/huya/11342427
电影_武侠,http://cfss.cc/cdn/hy/11342427.flv
电影_武侠,https://www.goodiptv.club/huya/11342427
电影_警匪,https://live.metshop.top/huya/11352886
电影_警匪,http://cfss.cc/cdn/hy/11352886.flv
电影_警匪,https://www.goodiptv.club/huya/11352886
电影_罪犯,https://live.metshop.top/huya/11352962
电影_罪犯,http://cfss.cc/cdn/hy/11352962.flv
电影_罪犯,https://www.goodiptv.club/huya/11352962
电影_枪战,https://live.metshop.top/huya/21059579
电影_枪战,http://cfss.cc/cdn/hy/21059579.flv
电影_枪战,https://www.goodiptv.club/huya/21059579
电影_海盗,https://live.metshop.top/huya/21059595
电影_海盗,http://cfss.cc/cdn/hy/21059595.flv
电影_海盗,https://www.goodiptv.club/huya/21059595
电影_赛车,https://live.metshop.top/huya/11279247
电影_推荐,https://live.metshop.top/huya/11602041
电影_救援,https://live.metshop.top/huya/21059594
电影_救援,http://cfss.cc/cdn/hy/21059594.flv
电影_救援,https://www.goodiptv.club/huya/21059594
电影_热血,https://live.metshop.top/huya/11352934
电影_热血,http://cfss.cc/cdn/hy/11352934.flv
电影_热血,https://www.goodiptv.club/huya/11352934
电影_盗墓,https://live.metshop.top/huya/21059552
电影_盗墓,http://cfss.cc/cdn/hy/21059552.flv
电影_盗墓,https://www.goodiptv.club/huya/21059552
电影_贺岁,https://live.metshop.top/huya/11601971
电影_贺岁,http://cfss.cc/cdn/hy/11601971.flv
电影_贺岁,https://www.goodiptv.club/huya/11601971
电影_玄幻,https://live.metshop.top/huya/11342414
电影_玄幻,http://cfss.cc/cdn/hy/11342414.flv
电影_玄幻,https://www.goodiptv.club/huya/11342414
电影_谍战,https://live.metshop.top/huya/21059585
电影_谍战,http://cfss.cc/cdn/hy/21059585.flv
电影_谍战,https://www.goodiptv.club/huya/21059585
电影_战争,https://live.metshop.top/huya/21059592
电影_战争,http://cfss.cc/cdn/hy/21059592.flv
电影_战争,https://www.goodiptv.club/huya/21059592
电影_喜剧,https://live.metshop.top/huya/11352877
电影_喜剧,http://cfss.cc/cdn/hy/11352877.flv
电影_喜剧,https://www.goodiptv.club/huya/11352877
电影_港片,https://live.metshop.top/huya/11602043
电影_港片,https://www.goodiptv.club/huya/11602043
电影_国产,https://live.metshop.top/huya/11352973
电影_国产,http://cfss.cc/cdn/hy/11352973.flv
电影_国产,https://www.goodiptv.club/huya/11352973
电影_周星星,https://live.metshop.top/huya/11336587
电影_周星星,http://cfss.cc/cdn/hy/11336587.flv
电影_周星星,https://www.goodiptv.club/huya/11336587
电影_李连杰,https://live.metshop.top/huya/11342390
电影_李连杰,https://www.goodiptv.club/huya/11342390
电影_洪金宝,https://live.metshop.top/huya/11279251
电影_洪金宝,https://www.goodiptv.club/huya/11279251
电影_梁家辉,https://live.metshop.top/huya/11342429
电影_梁家辉,http://cfss.cc/cdn/hy/11342429.flv
电影_梁家辉,https://www.goodiptv.club/huya/11342429
电影_刘德华,https://live.metshop.top/huya/11342424
电影_刘德华,https://www.goodiptv.club/huya/11342424
电影_斯坦森,https://live.metshop.top/huya/21059588
电影_斯坦森,http://cfss.cc/cdn/hy/21059588.flv
电影_斯坦森,https://www.goodiptv.club/huya/21059588
电影_小鬼头,https://live.metshop.top/huya/11352963
电影_八点档,https://live.metshop.top/huya/880261
电影_八点档,http://cfss.cc/cdn/hy/880261.flv
电影_八点档,https://www.goodiptv.club/huya/880261
电影_蜘蛛侠,https://live.metshop.top/huya/21059599
电影_蜘蛛侠,http://cfss.cc/cdn/hy/21059599.flv
电影_蜘蛛侠,https://www.goodiptv.club/huya/21059599
电影_贺岁片,https://live.metshop.top/huya/11601986
电影_贺岁片,http://cfss.cc/cdn/hy/11601986.flv
电影_贺岁片,https://www.goodiptv.club/huya/11601986
电影_功夫片,https://live.metshop.top/huya/11352941
电影_功夫片,http://cfss.cc/cdn/hy/11352941.flv
电影_功夫片,https://www.goodiptv.club/huya/11352941
电影_黑帮片,https://live.metshop.top/huya/11336719
电影_黑帮片,http://cfss.cc/cdn/hy/11336719.flv
电影_黑帮片,https://www.goodiptv.club/huya/11336719
电影_丧尸片,https://live.metshop.top/huya/21059578
电影_丧尸片,http://cfss.cc/cdn/hy//21059578.flv
电影_丧尸片,https://www.goodiptv.club/huya//21059578
电影_灾难片,https://live.metshop.top/huya/11602075
电影_灾难片,http://cfss.cc/cdn/hy/11602075.flv
电影_灾难片,https://www.goodiptv.club/huya/11602075
电影_谍战片,https://live.metshop.top/huya/21059587
电影_谍战片,http://cfss.cc/cdn/hy/21059587.flv
电影_谍战片,https://www.goodiptv.club/huya/21059587
电影_战争片,https://live.metshop.top/huya/21059574
电影_战争片,http://cfss.cc/cdn/hy/21059574.flv
电影_战争片,https://www.goodiptv.club/huya/21059574
电影_犯罪片,https://live.metshop.top/huya/11352974
电影_犯罪片,http://cfss.cc/cdn/hy/11352974.flv
电影_犯罪片,https://www.goodiptv.club/huya/11352974
电影_古装片,https://live.metshop.top/huya/11336590
电影_古装片,http://cfss.cc/cdn/hy/11336590.flv
电影_古装片,https://www.goodiptv.club/huya/11336590
电影_高分动作,https://live.metshop.top/huya/11352884
电影_高分动作,http://cfss.cc/cdn/hy/11352884.flv
电影_高分动作,https://www.goodiptv.club/huya/11352884
电影_动作电影,https://live.metshop.top/huya/11602077
电影_动作电影,http://cfss.cc/cdn/hy/11602077.flv
电影_动作电影,https://www.goodiptv.club/huya/11602077
电影_搞笑喜剧,https://live.metshop.top/huya/11342423
电影_搞笑喜剧,http://cfss.cc/cdn/hy/11342423.flv
电影_搞笑喜剧,https://www.goodiptv.club/huya/11342423
电影_喜剧专场,https://live.metshop.top/huya/11602044
电影_喜剧专场,http://cfss.cc/cdn/hy/11602044.flv
电影_喜剧专场,https://www.goodiptv.club/huya/11602044
电影_欢笑影院,https://live.metshop.top/huya/11352894
电影_欢笑影院,http://cfss.cc/cdn/hy/11352894.flv
电影_欢笑影院,https://www.goodiptv.club/huya/11352894
电影_不挤影院,https://live.metshop.top/huya/11352897
电影_不挤影院,http://cfss.cc/cdn/hy/11352897.flv
电影_不挤影院,https://www.goodiptv.club/huya/11352897
电影_国产悬疑,https://live.metshop.top/huya/11342395
电影_国产悬疑,http://cfss.cc/cdn/hy/11342395.flv
电影_国产悬疑,https://www.goodiptv.club/huya/11342395
电影_快意江湖,https://live.metshop.top/huya/11342435
电影_快意江湖,http://cfss.cc/cdn/hy/11342435.flv
电影_快意江湖,https://www.goodiptv.club/huya/11342435
电影_黑帮斗争,https://live.metshop.top/huya/11342419
电影_黑帮斗争,http://cfss.cc/cdn/hy/11342419.flv
电影_黑帮斗争,https://www.goodiptv.club/huya/11342419
电影_嫣然影厅,https://live.metshop.top/huya/11601977
电影_嫣然影厅,http://cfss.cc/cdn/hy/11601977.flv
电影_嫣然影厅,https://www.goodiptv.club/huya/11601977
电影_许氏三杰,https://live.metshop.top/huya/11602033
电影_许氏三杰,https://www.goodiptv.club/huya/11602033
电影_经典港片,https://live.metshop.top/huya/11352965
电影_经典港片,http://cfss.cc/cdn/hy/11352965.flv
电影_经典港片,https://www.goodiptv.club/huya/11352965
电影_镖行天下,https://live.metshop.top/huya/11352969
电影_镖行天下,http://cfss.cc/cdn/hy/11352969.flv
电影_镖行天下,https://www.goodiptv.club/huya/11352969
电影_高能反转,https://live.metshop.top/huya/11352887
电影_高能反转,http://cfss.cc/cdn/hy/11352887.flv
电影_高能反转,https://www.goodiptv.club/huya/11352887
电影_喜乐影院,https://live.metshop.top/huya/21059580
电影_喜乐影院,http://cfss.cc/cdn/hy/21059580.flv
电影_喜乐影院,https://www.goodiptv.club/huya/21059580
电影_蘑菇影厅,https://live.metshop.top/huya/11601981
电影_搞笑恐怖,https://live.metshop.top/huya/11601960
电影_搞笑恐怖,http://cfss.cc/cdn/hy/11601960.flv
电影_搞笑恐怖,https://www.goodiptv.club/huya/11601960
电影_死神来了,https://live.metshop.top/huya/11352903
电影_死神来了,http://cfss.cc/cdn/hy/11352903.flv
电影_死神来了,https://www.goodiptv.club/huya/11352903
电影_变形金刚,https://live.metshop.top/huya/21059596
电影_变形金刚,http://cfss.cc/cdn/hy/21059596.flv
电影_变形金刚,https://www.goodiptv.club/huya/21059596
电影_怪兽系列,https://live.metshop.top/huya/21059554
电影_怪兽系列,http://cfss.cc/cdn/hy/21059554.flv
电影_怪兽系列,https://www.goodiptv.club/huya/21059554

电视剧专区,#genre#
剧集_老三国,https://live.metshop.top/huya/11602081
剧集_老三国,http://cfss.cc/cdn/hy/11602081.flv
剧集_老三国,https://www.goodiptv.club/huya/11602081
剧集_新三国,https://live.metshop.top/huya/11352944
剧集_新三国,http://cfss.cc/cdn/hy/11352944.flv
剧集_新三国,https://www.goodiptv.club/huya/11352944
剧集_新水浒,https://live.metshop.top/huya/11342384
剧集_新水浒,http://cfss.cc/cdn/hy/11342384.flv
剧集_新水浒,https://www.goodiptv.club/huya/11342384
剧集_纪晓岚,https://live.metshop.top/huya/11342396
剧集_纪晓岚,http://cfss.cc/cdn/hy/11342396.flv
剧集_纪晓岚,https://www.goodiptv.club/huya/11342396
剧集_庆余年,https://live.metshop.top/huya/11352960
剧集_庆余年,http://cfss.cc/cdn/hy/11352960.flv
剧集_庆余年,https://www.goodiptv.club/huya/11352960
剧集_雍正王朝,https://live.metshop.top/huya/11342439
剧集_雍正王朝,http://cfss.cc/cdn/hy/11342439.flv
剧集_雍正王朝,https://www.goodiptv.club/huya/11342439
剧集_士兵突击,https://live.metshop.top/huya/11342430
剧集_士兵突击,http://cfss.cc/cdn/hy/11342430.flv
剧集_士兵突击,https://www.goodiptv.club/huya/11342430
剧集_爱情公寓,https://live.metshop.top/huya/11336726
剧集_爱情公寓,http://cfss.cc/cdn/hy/11336726.flv
剧集_爱情公寓,https://www.goodiptv.club/huya/11336726
剧集_武林外传,https://live.metshop.top/huya/21059598
剧集_武林外传,http://cfss.cc/cdn/hy/21059598.flv
剧集_武林外传,https://www.goodiptv.club/huya/21059598
剧集_地下交通站,https://live.metshop.top/huya/11342433
剧集_地下交通站,http://cfss.cc/cdn/hy/11342433.flv
剧集_地下交通站,https://www.goodiptv.club/huya/11342433
剧集_邻里一家亲,https://live.metshop.top/huya/11342426
剧集_邻里一家亲,http://cfss.cc/cdn/hy/11342426.flv
剧集_邻里一家亲,https://www.goodiptv.club/huya/11342426
国语译制电影,https://sxtv.cloudns.org/douyu/2436390
第一滴血全集,https://sxtv.cloudns.org/yy/1354932355
敢死队全轮播,https://sxtv.cloudns.org/yy/1382735573
速度与激情集,https://sxtv.cloudns.org/yy/1382736911
漫威系列轮播,https://sxtv.cloudns.org/yy/1354932402
变形金刚轮播,https://sxtv.cloudns.org/yy/1382736803
哈利波特全集,https://sxtv.cloudns.org/yy/1382745105
夺宝奇兵全集,https://sxtv.cloudns.org/yy/1382736833
机械战警全集,https://sxtv.cloudns.org/yy/1382736854
古惑仔国轮播,https://sxtv.cloudns.org/yy/1458015189
黑衣一二轮播,https://sxtv.cloudns.org/yy/1354930936
叠影重重全集,https://sxtv.cloudns.org/yy/1382735570
美剧解说轮播,https://sxtv.cloudns.org/douyu/9643264
经典美剧解说,https://sxtv.cloudns.org/douyu/9123570
雪中悍刀行剧,http://159.75.85.63:35455/huya/11336592
雪中悍刀行剧,http://cfss.cc/cdn/hy/11336592.m3u8
庆余年电视剧,http://159.75.85.63:35455/huya/11352960
庆余年电视剧,http://cfss.cc/cdn/hy/11352960.m3u8
琅琊榜电视剧,http://zby.xjqxz.top/lyb/live.m3u8
83射雕英雄传,https://sxtv.cloudns.org/yy/1354210357
95神雕侠侣粤,https://sxtv.cloudns.org/yy/1354926637
96笑傲江湖版,https://sxtv.cloudns.org/yy/1354930909
87经典红楼梦,https://sxtv.cloudns.org/yy/1382745084
新白娘子轮播,https://sxtv.cloudns.org/yy/1354930969
仙剑奇侠传剧,https://sxtv.cloudns.org/yy/1382749903
花千骨电视剧,https://sxtv.cloudns.org/yy/1354943110
少年歌行剧集,https://sxtv.cloudns.org/yy/1450556636
鹊刀门传奇剧,https://sxtv.cloudns.org/yy/1355344777
甄嬛传电视剧,http://zby.xjqxz.top/live8/live.m3u8
甄嬛传电视剧,http://159.75.85.63:35455/huya/30145009
甄嬛传电视剧,http://cfss.cc/cdn/hy/30145009.m3u8
芈月传电视剧,http://159.75.85.63:35455/huya/11352975
芈月传电视剧,http://cfss.cc/cdn/hy/11352975.m3u8
延禧攻略轮播,http://159.75.85.63:35455/huya/26355864
延禧攻略轮播,http://cfss.cc/cdn/hy/26355864.m3u8
卿卿日常轮播,http://zby.xjqxz.top/qqrc/live.m3u8
知否知否轮播,http://zby.xjqxz.top/zfzf/live.m3u8
与凤行电视剧,http://159.75.85.63:35455/huya/26355866
与凤行电视剧,http://cfss.cc/cdn/hy/26355866.m3u8
开端电视轮播,http://159.75.85.63:35455/huya/11342397
开端电视轮播,http://cfss.cc/cdn/hy/11342397.m3u8
我的体育老师,https://sxtv.cloudns.org/yy/1382745169
如果岁月轮播,https://sxtv.cloudns.org/yy/1382736883
流金岁月轮播,https://sxtv.cloudns.org/yy/1382749906
向风而行轮播,http://zby.xjqxz.top/xfex/live.m3u8
欢乐颂电视剧,https://sxtv.cloudns.org/douyu/3756989
好先生电视剧,https://sxtv.cloudns.org/douyu/9650792
我的前半生剧,https://sxtv.cloudns.org/yy/1382735564
伪装者电视剧,https://sxtv.cloudns.org/yy/1354936244
警察荣誉轮播,http://zby.xjqxz.top/live16/live.m3u8
雪豹电视轮播,http://159.75.85.63:35455/huya/29580970
雪豹电视轮播,http://cfss.cc/cdn/hy/29580970.m3u8
火蓝刀锋轮播,https://sxtv.cloudns.org/yy/1382737892
二炮手电视剧,https://sxtv.cloudns.org/yy/1354930964
炮神电视轮播,https://sxtv.cloudns.org/yy/22089862
风筝电视轮播,https://sxtv.cloudns.org/yy/1354931585
武林外传轮播,https://sxtv.cloudns.org/yy/1355652820
科幻Fans轮播,https://sxtv.cloudns.org/douyu/3508304
科幻解说轮播,https://sxtv.cloudns.org/douyu/9338839
科幻梦工场播,http://159.75.85.63:35455/huya/15152155
科幻梦工场播,http://cfss.cc/cdn/hy/15152155.m3u8
笑声传奇轮播,https://sxtv.cloudns.org/yy/1382736880
笑傲帮集轮播,https://sxtv.cloudns.org/yy/1382735555
笑傲江湖一季,https://sxtv.cloudns.org/yy/1382749896
笑傲江湖二季,https://sxtv.cloudns.org/yy/1382736914

影视剧场,#genre#

酒染影视,http://maomao.kandiantv.cn/douyu1.php?id=7550220
邵氏影院,http://maomao.kandiantv.cn/douyu1.php?id=4246519
吃米滴虫,http://maomao.kandiantv.cn/douyu1.php?id=315457
古装神剧,http://maomao.kandiantv.cn/douyu1.php?id=338759
音乐欣赏,http://maomao.kandiantv.cn/douyu1.php?id=3186217
漫威影院,http://maomao.kandiantv.cn/douyu1.php?id=6140589
童年阴影,http://maomao.kandiantv.cn/douyu1.php?id=2935323
贝贝影视,http://maomao.kandiantv.cn/douyu1.php?id=431460
舌尖美食,http://maomao.kandiantv.cn/douyu1.php?id=9650849
圆子影视,http://maomao.kandiantv.cn/douyu1.php?id=6566658
国产剧集,http://maomao.kandiantv.cn/douyu1.php?id=8157860
1900影剧室,http://maomao.kandiantv.cn/douyu1.php?id=7796193
刀刀影院,http://maomao.kandiantv.cn/douyu1.php?id=747764
恐怖鬼怪,http://maomao.kandiantv.cn/douyu1.php?id=1165374
可乐影视,http://maomao.kandiantv.cn/douyu1.php?id=20415
下饭神剧,http://maomao.kandiantv.cn/douyu1.php?id=276200
万合出品,http://maomao.kandiantv.cn/douyu1.php?id=9220456
豆瓣高分,http://maomao.kandiantv.cn/douyu1.php?id=8770422
凌儿影院,http://maomao.kandiantv.cn/douyu1.php?id=1377142
经典剧集,http://maomao.kandiantv.cn/douyu1.php?id=6863367
橙記港剧,http://maomao.kandiantv.cn/douyu1.php?id=4549169
芊珏影视,http://maomao.kandiantv.cn/douyu1.php?id=8814650

斗鱼电影1,http://allinone.netsite.cc/douyu/747764
斗鱼电影2,http://allinone.netsite.cc/douyu/6140589
斗鱼电影3,http://allinone.netsite.cc/douyu/36337
斗鱼电影4,http://allinone.netsite.cc/douyu/2436390
斗鱼电影5,http://allinone.netsite.cc/douyu/323876
华语电影1,http://allinone.netsite.cc/douyu/122402
华语电影2,http://allinone.netsite.cc/douyu/85894
榜单电影,http://allinone.netsite.cc/douyu/8770422
欧美电影,http://allinone.netsite.cc/douyu/20415
国内惊悚,http://allinone.netsite.cc/douyu/218859
国外惊悚,http://allinone.netsite.cc/douyu/96577


精彩直播,#genre#

纪实人文,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8

纪实科教,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8

纪实科教,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010042/1.m3u8

卡酷少儿,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8

卡酷少儿,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010081/1.m3u8

金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8

金鹰卡通,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000057BESTVSMGSMG/index.m3u8
金鹰卡通,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010107/1.m3u8

哒啵赛事,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8

哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010125/1.m3u8

优漫卡通,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8

优漫卡通,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010118/1.m3u8

哈哈炫动,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8

哈哈炫动,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010117/1.m3u8

黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8

黑莓动画,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010002/1.m3u8

黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8

黑莓电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010073/1.m3u8

超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8

超级体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010063/1.m3u8

超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8

超级电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010064/1.m3u8

超级视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8

东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8

东北热剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010021/1.m3u8

海外剧场,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8

中国功夫,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8

中国功夫,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010087/1.m3u8

军旅剧场,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8

军旅剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010079/1.m3u8

惊悚悬疑,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8

惊悚悬疑,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010077/1.m3u8

潮妈辣婆,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8

潮妈辣婆,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010005/1.m3u8

精品体育,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8

精品体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010078/1.m3u8

精品纪录,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8

精品纪录,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010076/1.m3u8

